file_path,relative_path,file_name,run_key,subject_id,session_id,run_id,difficulty_level,detected_modality,extracted_modality,source_tag,row_count,numeric_column_count,feature_count,status
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,eye_tracking,eye_tracking,lslhtcviveeye,101445,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,respiration,respiration,lslrespitrace,412672,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,ecg,ecg,lslshimmerecg,51428,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,eda,eda,lslshimmereda,409159,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,emg,emg,lslshimmeremg,51335,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,respiration,respiration,lslshimmerresp,51428,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,unknown,unknown,lslshimmertorsoacc,51343,3,42,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-007.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,performance,performance,perfmetric,1729,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,xplane,xplane,lslxp11xpcac,1958,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-007\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-007/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-007_dat.csv,sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,ses-20211112,run-007,level-01B,head_movement,head_movement,lslxp11xpcplt,1958,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_ocuevts_level-01B_run-012.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_ocuevts_level-01B_run-012.csv,sub-cp014_ses-20211112_ocuevts_level-01B_run-012.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,eye_tracking,eye_tracking,ocuevts,98979,2,33,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,eye_tracking,eye_tracking,lslhtcviveeye,98981,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,respiration,respiration,lslrespitrace,401408,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,ecg,ecg,lslshimmerecg,50126,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,eda,eda,lslshimmereda,399951,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,emg,emg,lslshimmeremg,50050,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,respiration,respiration,lslshimmerresp,50126,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,unknown,unknown,lslshimmertorsoacc,50052,3,42,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-01B_run-012.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,performance,performance,perfmetric,1802,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,xplane,xplane,lslxp11xpcac,2082,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-01B_run-012\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,task-ils/sub-cp014/ses-20211112/level-01B_run-012/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-01B_run-012_dat.csv,sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,ses-20211112,run-012,level-01B,head_movement,head_movement,lslxp11xpcplt,2082,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_ocuevts_level-02B_run-003.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_ocuevts_level-02B_run-003.csv,sub-cp014_ses-20211112_ocuevts_level-02B_run-003.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,eye_tracking,eye_tracking,ocuevts,110351,2,33,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,eye_tracking,eye_tracking,lslhtcviveeye,110353,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,respiration,respiration,lslrespitrace,447488,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,ecg,ecg,lslshimmerecg,55929,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,eda,eda,lslshimmereda,446277,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,emg,emg,lslshimmeremg,55815,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,respiration,respiration,lslshimmerresp,55929,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,unknown,unknown,lslshimmertorsoacc,55823,3,42,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-003.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,performance,performance,perfmetric,2062,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,xplane,xplane,lslxp11xpcac,2337,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-003\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-003/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-003_dat.csv,sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,ses-20211112,run-003,level-02B,head_movement,head_movement,lslxp11xpcplt,2337,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_ocuevts_level-02B_run-008.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_ocuevts_level-02B_run-008.csv,sub-cp014_ses-20211112_ocuevts_level-02B_run-008.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,eye_tracking,eye_tracking,ocuevts,108222,2,33,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslhtcviveeye_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,eye_tracking,eye_tracking,lslhtcviveeye,108224,26,393,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslrespitrace_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,respiration,respiration,lslrespitrace,439296,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerecg_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,ecg,ecg,lslshimmerecg,54882,3,57,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmereda_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,eda,eda,lslshimmereda,437575,2,44,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmeremg_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,emg,emg,lslshimmeremg,54783,5,84,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmerresp_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,respiration,respiration,lslshimmerresp,54882,1,32,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslshimmertorsoacc_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,unknown,unknown,lslshimmertorsoacc,54780,3,42,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11_feat-perfmetric_level-02B_run-008.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,performance,performance,perfmetric,1898,4,55,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcac_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,xplane,xplane,lslxp11xpcac,2149,18,328,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-008\sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-008/sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_task-ils_stream-lslxp11xpcplt_feat-chunk_level-02B_run-008_dat.csv,sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,ses-20211112,run-008,level-02B,head_movement,head_movement,lslxp11xpcplt,2149,6,159,processed
E:\hdc-vr-pilot\vrdataset\dataPackage\task-ils\sub-cp014\ses-20211112\level-02B_run-010\sub-cp014_ses-20211112_ocuevts_level-02B_run-010.csv,task-ils/sub-cp014/ses-20211112/level-02B_run-010/sub-cp014_ses-20211112_ocuevts_level-02B_run-010.csv,sub-cp014_ses-20211112_ocuevts_level-02B_run-010.csv,sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,ses-20211112,run-010,level-02B,eye_tracking,eye_tracking,ocuevts,108615,2,33,processed
